"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","V71"
"186",5,5,5,1,5,1,5,1,1,1,1,1,1,1,1,5,5,1,1,5,1,1,1,1,5,5,1,1,1,1,5,1,5,1,1,1,1,5,1,1,5,1,1,5,5,5,5,5,5,1,5,4,17,18,4,17,9,12,5,5,16,19,6,3,18,16,12,16,4,19,"0"
"187",5,5,1,5,5,1,1,5,1,1,1,5,1,5,1,1,1,5,5,1,5,5,1,5,5,1,1,5,1,1,1,1,1,1,5,1,5,1,5,5,5,1,5,1,5,5,1,5,5,1,13,7,10,17,18,3,10,3,13,13,5,6,3,4,5,11,18,11,11,18,"0"
"188",5,5,5,5,1,1,1,5,1,5,5,1,5,1,1,1,5,5,5,5,1,5,5,5,5,1,5,1,5,5,5,1,5,1,5,1,5,1,5,5,1,1,1,1,5,5,5,1,1,1,8,3,16,4,18,15,7,14,6,5,5,3,7,9,21,19,15,8,7,21,"0"
"189",1,1,5,1,1,1,5,1,1,5,5,5,1,5,5,1,5,5,5,1,1,5,5,5,1,1,1,5,1,1,5,1,1,5,5,5,1,1,1,5,1,1,1,1,5,1,5,1,1,1,6,3,5,15,15,11,10,16,7,5,3,7,5,9,18,5,18,9,7,18,"0"
"190",5,5,1,5,1,5,5,5,1,5,5,5,5,1,5,1,1,5,1,5,1,5,5,5,5,1,1,5,1,1,5,5,1,1,5,5,1,5,1,1,5,1,1,5,5,5,5,1,5,1,5,5,8,5,16,3,17,4,6,11,15,7,3,15,15,13,11,6,4,17,"1"
"191",5,1,5,5,1,1,5,1,1,5,5,1,5,5,5,5,1,5,5,5,5,5,1,1,1,1,5,5,1,1,1,5,5,1,5,5,1,5,5,1,1,5,5,1,1,1,5,1,5,1,5,11,3,5,5,9,4,3,19,15,3,10,12,14,5,22,17,6,4,22,"0"
"192",1,5,5,5,5,5,1,1,5,5,5,1,1,1,5,5,1,5,5,5,1,1,1,5,1,5,5,5,5,1,5,1,1,5,5,5,1,1,1,5,1,1,1,5,5,1,1,1,1,5,4,13,8,3,7,7,4,5,8,3,7,15,14,5,16,15,5,10,11,16,"1"
"193",5,1,1,1,1,1,5,5,5,1,5,5,5,1,1,1,5,1,1,5,1,5,5,1,1,5,1,5,5,5,5,5,5,5,1,5,1,5,5,5,5,1,1,5,1,5,5,5,5,5,16,5,12,4,12,5,13,6,5,9,5,8,3,4,19,17,12,4,6,19,"0"
"194",1,5,1,1,1,5,5,5,1,5,5,1,1,1,5,5,1,1,1,5,5,5,1,1,5,5,1,5,1,1,1,1,5,5,1,1,5,5,5,5,1,5,5,1,5,5,5,1,1,5,16,17,12,13,3,10,11,9,14,19,15,5,8,7,4,8,4,10,10,19,"0"
"195",5,1,5,1,5,5,5,5,5,5,5,5,1,1,5,5,5,5,1,1,1,1,1,1,1,1,1,1,5,5,1,5,1,5,5,5,5,5,5,1,1,5,5,1,5,1,5,1,5,1,10,5,18,17,11,16,3,5,20,15,4,18,7,3,4,4,8,6,8,20,"0"
"196",1,5,5,1,1,1,5,5,1,1,5,5,5,1,1,5,5,5,5,5,1,5,1,5,1,1,1,1,5,1,1,5,5,5,1,1,5,1,5,1,1,5,5,1,5,1,1,5,5,5,7,7,20,7,5,5,6,19,15,4,9,10,5,4,4,10,20,16,4,20,"0"
"197",5,1,1,1,1,1,5,1,1,1,5,1,1,5,1,1,1,5,1,5,1,1,5,1,1,1,5,5,1,5,5,1,5,5,1,5,5,5,1,1,5,1,1,5,1,5,5,1,1,5,7,20,5,4,19,17,5,6,16,14,5,4,3,5,7,21,21,10,12,21,"0"
"198",1,1,5,5,5,1,1,5,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,1,5,1,5,1,5,5,5,5,1,1,1,5,1,5,5,1,5,1,1,5,1,5,5,5,1,1,5,3,5,5,17,17,3,8,10,5,19,11,12,11,9,11,7,17,19,19,"0"
"199",5,5,5,1,5,5,1,1,1,1,1,5,5,5,5,1,5,1,1,1,5,1,5,5,5,5,5,1,5,1,1,1,5,5,5,5,5,5,1,1,5,5,1,1,1,5,1,1,1,5,5,3,13,3,12,19,16,5,18,18,5,3,6,8,18,18,6,11,7,19,"0"
"200",1,5,5,1,5,1,5,5,5,5,5,1,1,1,1,5,1,1,5,1,5,1,5,1,1,1,5,5,1,5,1,5,5,1,5,1,1,5,1,5,1,1,5,5,5,1,5,1,1,5,5,4,4,10,16,5,5,5,15,17,16,5,4,9,11,15,13,6,8,17,"1"
"201",5,5,5,1,5,1,5,1,1,5,1,5,5,5,5,1,1,1,1,5,5,5,5,5,5,1,1,1,1,1,1,5,5,1,5,1,5,1,1,5,5,1,5,5,1,5,1,1,5,5,4,10,20,7,13,5,5,10,3,12,12,5,8,7,4,12,16,8,6,20,"0"
"202",5,1,1,5,1,5,5,5,1,1,5,5,1,1,5,5,5,1,5,1,1,5,5,5,5,5,5,5,5,1,1,1,5,1,5,5,5,5,1,1,5,5,1,1,1,5,5,5,1,5,12,9,5,5,17,6,3,3,18,9,6,4,3,10,12,9,18,19,4,19,"0"
"203",5,1,5,5,1,5,1,5,1,5,5,1,1,5,5,5,1,5,5,5,5,1,5,5,5,5,5,5,1,5,5,1,1,1,1,1,1,5,5,1,1,1,5,1,1,5,1,1,5,5,19,5,8,14,11,4,6,3,6,5,20,23,22,12,10,10,12,15,17,23,"0"
"204",1,1,1,1,5,1,5,5,1,5,1,1,5,5,5,1,1,1,5,5,5,5,5,5,5,1,5,1,1,5,1,1,5,5,5,5,5,1,1,1,5,5,1,1,1,5,1,5,5,5,8,4,7,12,11,5,13,4,12,3,8,5,3,8,18,22,8,4,4,22,"0"
"205",5,5,5,5,1,5,5,5,5,5,1,5,1,5,1,5,1,1,1,1,1,5,5,1,5,1,5,1,1,5,5,1,1,5,1,1,5,5,1,1,1,1,5,5,1,1,1,5,1,1,7,7,3,4,16,12,6,3,5,3,10,10,20,8,4,18,5,10,7,20,"0"
"206",5,5,1,5,5,1,5,5,5,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,5,1,5,1,5,1,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,5,5,7,4,12,15,5,5,15,9,5,21,4,16,4,19,4,3,4,6,4,21,"0"
"207",5,1,5,1,5,5,1,5,5,5,1,5,5,5,5,5,5,1,1,5,5,5,1,5,5,5,1,1,1,1,1,5,5,1,5,5,1,5,1,5,5,5,5,5,1,1,1,1,5,5,5,11,4,4,5,16,3,13,3,16,7,3,9,7,16,20,8,6,4,20,"0"
"208",1,5,1,1,5,5,1,5,5,5,1,1,1,1,1,5,1,5,1,5,1,5,1,1,1,5,1,1,5,1,5,1,1,1,1,5,1,5,1,1,5,1,1,1,1,1,1,5,5,1,11,4,3,3,7,13,10,4,5,7,3,14,8,14,13,4,15,10,10,15,"1"
"209",1,5,5,5,1,5,5,1,1,1,1,1,5,1,1,5,5,1,1,5,5,5,1,5,1,1,5,5,1,5,1,5,5,5,5,5,1,1,1,1,5,1,1,5,5,5,5,5,5,5,5,4,17,10,12,17,22,5,5,17,21,22,3,14,12,8,12,7,5,22,"0"
"210",5,1,5,5,1,5,5,5,1,5,5,5,1,1,5,1,1,5,5,1,5,5,5,5,5,5,5,5,5,1,1,5,1,5,1,5,5,1,5,1,5,1,5,1,1,1,5,1,1,1,5,11,5,6,3,3,14,15,16,3,10,12,8,4,18,18,12,8,4,18,"0"
"211",1,5,5,5,1,1,5,1,5,5,5,1,1,1,5,5,5,5,1,1,1,5,1,1,5,1,5,1,1,5,5,5,5,5,1,1,1,5,5,5,5,1,1,5,1,1,1,1,1,1,5,3,9,5,5,13,12,10,15,14,11,10,4,8,11,4,15,8,10,15,"1"
"212",5,5,5,1,1,1,5,1,5,5,5,5,1,1,1,5,5,5,5,5,5,5,1,5,1,1,5,1,5,5,5,5,1,1,5,1,1,5,1,5,1,1,1,5,1,5,1,5,1,1,5,8,4,11,3,5,5,12,17,5,22,3,7,9,18,4,12,22,22,22,"0"
"213",1,5,5,5,1,1,1,1,5,5,5,1,1,1,1,5,5,5,1,1,5,1,1,5,5,1,1,5,1,1,5,5,1,1,1,1,5,5,5,1,5,1,1,1,1,1,1,5,5,1,5,19,17,7,23,22,5,20,20,23,20,9,13,14,4,18,14,5,7,23,"0"
"214",5,5,5,5,5,1,1,1,1,1,1,1,1,1,5,1,5,1,1,5,5,5,1,5,1,5,5,5,1,1,5,1,5,1,1,1,5,5,5,1,1,1,1,1,5,1,1,5,5,1,22,4,9,12,13,10,3,7,12,11,5,17,16,4,5,22,17,9,7,22,"0"
"215",1,1,1,1,5,1,1,5,1,1,1,5,1,5,1,1,5,5,5,5,1,5,1,5,5,1,1,1,1,5,5,1,1,1,5,5,5,1,5,1,5,1,5,1,5,5,5,5,5,5,11,16,4,20,19,7,16,17,19,19,5,17,8,8,3,4,14,16,4,20,"0"
"216",1,1,5,1,5,5,5,1,5,5,1,5,5,1,1,5,5,5,5,1,5,5,5,5,5,5,5,5,1,1,5,5,1,5,1,5,5,1,5,1,5,1,1,1,5,5,5,1,5,1,12,5,4,11,8,15,10,3,7,7,4,3,16,18,13,7,4,6,4,18,"0"
"217",5,5,1,1,5,5,5,5,1,5,5,5,5,5,5,5,5,1,1,5,5,1,5,1,1,5,1,5,5,5,5,5,5,5,5,1,1,1,5,1,1,1,1,5,1,1,1,1,1,1,5,14,3,4,5,5,6,9,6,3,12,12,9,17,18,9,6,4,5,18,"0"
"218",1,5,1,5,1,5,1,5,5,5,1,5,5,5,1,1,1,5,1,5,1,5,1,1,5,1,1,1,5,5,1,1,1,5,5,1,1,5,5,5,5,1,1,1,5,5,1,1,1,5,12,10,4,5,16,7,17,3,16,10,13,18,5,3,4,8,4,6,4,18,"0"
"219",1,5,5,1,5,1,5,1,1,1,5,1,5,1,5,1,1,5,1,5,5,5,1,1,5,5,5,5,5,1,5,1,5,5,5,1,1,1,1,5,5,5,1,5,1,1,5,1,1,5,8,8,4,15,10,3,13,12,9,5,5,5,3,14,12,16,18,6,4,18,"0"
"220",1,1,1,5,1,1,5,1,1,5,1,5,1,5,1,5,5,1,5,1,5,5,1,1,1,1,1,1,1,5,1,1,1,5,1,1,1,5,1,1,1,1,1,1,5,1,5,1,5,5,7,13,3,4,14,14,7,5,3,14,7,8,9,13,13,15,5,16,4,16,"1"
"221",5,1,5,1,1,5,1,1,1,1,5,1,5,5,5,1,1,1,5,1,5,1,5,1,5,5,1,5,5,1,5,5,1,1,1,5,1,1,5,5,1,5,5,5,5,1,1,5,5,5,5,12,15,4,7,6,3,3,17,6,5,4,11,12,12,14,9,13,4,17,"1"
"222",5,5,5,5,1,1,1,1,5,1,5,5,5,1,1,5,1,1,1,5,1,1,5,1,1,5,5,1,1,5,1,1,5,1,5,1,1,5,1,5,1,5,5,5,5,5,1,1,5,5,11,3,5,4,4,12,16,19,15,20,17,5,8,7,11,13,6,5,7,20,"0"
"223",1,5,5,1,5,1,1,5,5,5,5,1,1,1,1,1,5,5,5,1,1,5,5,5,5,1,5,1,5,5,5,5,1,1,1,1,5,5,5,5,1,5,1,5,1,5,5,5,5,1,20,3,5,8,11,5,19,12,6,5,14,15,16,7,9,8,12,4,4,20,"0"
"224",1,5,5,1,1,5,1,5,1,5,1,5,1,1,5,5,1,1,1,5,5,5,5,5,5,1,1,5,5,1,5,5,1,1,5,5,5,5,1,5,1,1,5,1,5,5,1,1,5,1,5,16,17,12,14,8,3,3,10,6,13,12,16,3,4,15,15,16,16,17,"1"
"225",1,5,5,5,5,1,1,5,5,1,1,1,5,1,1,1,1,5,1,1,1,1,1,1,5,1,5,5,5,5,1,1,1,1,5,5,5,1,5,1,5,5,1,1,1,1,5,1,5,5,11,3,5,13,5,12,14,6,12,5,4,5,8,8,3,4,13,15,4,15,"1"
"226",5,1,1,1,1,1,5,5,5,1,5,1,1,1,1,5,1,5,1,5,1,1,5,5,5,1,5,5,1,5,5,1,5,1,1,5,5,5,1,1,1,1,5,1,1,1,5,1,5,5,7,5,9,3,11,6,8,4,5,4,3,9,11,12,14,5,13,16,4,16,"1"
"227",1,1,1,1,5,5,1,5,1,1,1,5,1,1,1,5,1,1,1,1,1,5,5,1,5,1,5,5,1,1,5,5,1,1,5,1,1,1,5,1,5,5,5,1,1,5,5,1,1,5,21,5,7,10,5,3,5,9,11,12,15,14,15,15,13,19,15,13,11,21,"0"
"228",5,1,1,5,5,5,1,1,1,1,1,1,5,5,5,5,1,5,1,5,5,5,5,1,1,1,1,1,5,1,5,5,5,5,5,5,1,5,1,1,1,5,1,5,5,1,1,5,5,1,5,4,19,9,17,5,3,3,13,17,5,8,3,21,21,10,14,6,4,21,"0"
"229",1,5,1,1,1,1,5,1,5,5,1,5,5,5,1,5,1,5,5,5,1,1,1,5,1,5,1,1,5,1,1,1,1,5,5,1,5,1,5,5,5,1,1,1,1,5,5,5,5,5,10,5,5,4,5,10,3,11,10,18,15,7,3,4,15,9,4,18,4,18,"0"
"230",1,1,1,1,1,5,1,1,1,5,5,5,5,5,5,1,5,5,1,5,1,1,5,5,1,5,5,1,1,1,1,5,5,5,5,5,1,5,5,1,5,5,5,5,1,1,5,1,1,1,5,8,5,4,13,5,3,14,3,22,18,3,16,16,22,22,13,13,4,22,"0"
"231",1,5,1,1,1,1,5,5,1,1,5,1,5,1,1,5,1,1,1,5,5,1,1,1,1,5,5,5,1,1,5,5,1,1,5,1,5,5,5,1,5,5,1,1,1,1,5,1,5,5,5,27,8,4,11,5,7,26,5,14,12,15,5,4,4,27,17,14,4,27,"0"
"232",5,1,1,1,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,1,1,1,1,5,1,1,5,1,5,5,1,5,5,5,1,1,1,5,5,5,1,1,1,1,1,1,1,1,5,5,9,12,13,16,4,15,3,11,5,8,5,4,4,16,10,4,18,5,7,18,"0"
"233",1,1,5,1,5,5,1,1,5,5,1,5,5,5,5,1,1,5,1,1,1,5,5,1,5,1,1,5,5,5,1,1,1,5,5,5,5,1,5,5,1,5,5,5,1,1,5,1,5,1,10,4,4,5,11,3,12,3,13,10,13,7,3,4,14,4,16,7,9,16,"1"
"234",5,5,5,5,1,5,1,1,5,5,1,5,1,1,1,5,5,1,1,5,5,1,5,5,5,1,1,1,1,1,1,1,1,1,5,1,5,5,1,1,5,1,1,5,1,5,5,1,1,1,20,4,5,7,3,3,17,18,23,20,5,10,11,11,11,22,22,16,14,23,"0"
"235",1,1,1,5,1,5,1,5,1,5,5,1,5,1,5,5,5,1,1,1,1,5,1,1,1,5,1,1,5,5,5,5,5,5,1,5,5,5,1,5,5,1,5,5,1,5,1,1,1,5,5,14,17,15,12,4,11,3,7,7,10,5,4,4,11,15,16,20,4,20,"0"
"236",5,5,1,1,5,5,1,5,5,1,5,1,5,1,1,1,5,5,5,1,5,5,5,5,5,5,5,5,1,5,1,1,5,1,1,5,1,1,5,5,5,5,1,1,1,1,1,1,1,5,7,9,3,19,13,10,5,5,9,6,4,3,18,16,18,19,13,6,4,19,"0"
"237",1,5,5,5,5,1,5,5,5,5,1,1,1,5,5,1,5,5,5,1,5,1,5,1,5,1,1,5,1,5,1,1,5,1,5,5,5,5,1,1,5,5,5,1,1,1,1,5,5,5,7,3,6,14,10,9,5,14,7,3,11,4,3,15,15,5,4,11,4,15,"1"
"238",1,1,1,1,5,1,5,1,1,1,5,5,5,1,1,1,5,1,5,5,1,5,5,1,1,5,5,1,1,1,1,5,5,1,1,1,1,5,5,1,5,5,5,1,5,5,5,5,5,5,5,3,6,24,5,8,5,13,6,22,17,7,6,4,19,17,5,9,4,24,"0"
"239",1,5,1,5,5,5,5,1,1,5,1,5,5,5,1,5,1,5,1,5,5,1,1,1,5,1,5,5,5,1,1,5,5,5,1,5,1,5,5,1,1,1,1,5,5,1,1,5,5,5,10,9,5,5,18,8,4,17,10,3,11,15,3,4,5,7,12,6,4,18,"0"
"240",5,5,5,5,5,1,1,5,1,1,1,5,1,1,5,5,5,1,5,5,5,5,5,5,5,1,5,5,1,1,5,5,5,1,5,5,1,5,1,1,5,5,5,5,5,5,1,1,1,5,3,5,18,20,5,6,19,18,5,11,12,7,19,12,6,19,10,8,15,20,"0"
"241",5,1,5,1,1,5,5,5,5,5,5,1,1,1,1,1,5,1,5,1,5,1,5,5,5,1,1,5,5,1,5,5,1,5,1,1,1,5,5,5,5,5,5,1,5,1,1,1,5,5,12,8,14,6,3,15,3,17,12,8,7,4,5,4,4,4,8,11,13,17,"1"
"242",1,1,1,5,5,1,1,5,5,5,5,5,1,5,1,1,1,1,5,1,1,1,1,1,1,5,5,5,5,1,1,5,1,1,1,1,1,5,5,1,5,1,5,5,1,1,1,5,1,1,3,5,5,5,5,3,9,17,19,18,13,6,14,4,17,17,5,7,12,19,"0"
"243",5,5,5,5,5,5,1,1,1,5,1,1,1,5,1,1,5,5,5,5,1,5,5,5,1,1,5,5,5,1,1,1,5,5,1,5,5,5,1,5,5,1,5,1,5,1,5,1,1,5,3,19,5,7,10,7,3,19,15,7,10,4,3,4,5,20,15,15,17,20,"0"
"244",1,5,5,1,1,1,1,1,5,1,1,1,5,5,5,5,1,1,5,1,5,1,5,5,5,1,1,5,5,5,5,1,1,1,5,1,1,1,5,5,5,5,1,5,5,5,1,1,1,5,13,3,20,4,6,3,10,5,6,5,5,8,7,14,12,6,5,15,18,20,"0"
"245",5,5,1,1,1,1,5,1,1,1,1,1,5,5,5,1,5,1,5,5,5,5,1,1,5,1,5,5,5,5,1,5,5,1,1,1,1,5,5,1,1,1,1,1,1,5,5,5,1,1,5,3,5,19,5,10,3,9,5,9,8,18,16,11,10,5,20,4,6,20,"0"
"246",5,1,5,1,1,5,5,1,1,1,5,5,1,1,1,5,1,5,1,1,5,1,1,1,5,1,5,1,5,5,1,1,1,1,5,1,1,5,1,1,5,1,1,1,5,5,1,5,1,1,9,20,12,14,3,22,3,11,19,16,5,3,19,6,21,20,22,9,7,22,"0"
"247",5,1,1,1,5,1,1,1,1,1,5,5,1,1,5,5,5,1,1,1,5,1,1,1,5,1,5,5,1,1,5,1,1,1,5,5,1,5,1,1,1,5,5,1,1,1,1,5,1,5,14,9,4,19,22,5,5,12,23,22,8,6,3,19,19,22,22,5,7,23,"0"
"248",1,1,5,1,1,1,1,5,5,5,5,5,1,5,1,5,1,1,1,1,1,1,1,5,5,1,5,1,1,1,1,5,5,1,5,1,1,5,1,5,1,1,1,5,1,5,5,5,5,1,5,5,3,5,10,5,12,10,13,18,12,7,6,7,9,17,9,18,4,18,"0"
"249",5,1,1,1,1,1,1,1,1,1,1,5,5,5,5,1,5,1,1,5,5,5,1,1,5,5,1,1,1,1,1,5,5,1,1,5,5,1,5,5,5,5,1,1,1,1,1,5,1,1,5,4,8,5,14,5,14,5,13,3,9,13,14,4,18,17,15,6,4,18,"0"
"250",1,5,5,5,1,1,5,5,5,5,5,5,1,5,5,5,5,5,5,1,5,1,1,5,5,1,1,1,1,5,5,5,5,1,5,5,1,5,5,1,1,5,1,1,5,5,5,5,1,1,5,9,19,21,4,5,20,18,18,18,3,3,11,9,23,21,13,13,4,23,"0"
"251",1,5,5,5,1,5,1,1,1,1,5,1,5,5,1,1,1,5,5,1,5,1,1,1,5,5,5,5,1,5,1,1,1,5,1,5,5,1,1,5,5,1,1,1,5,1,1,1,1,1,18,13,14,4,3,15,15,17,3,6,5,3,7,5,17,17,7,12,7,18,"0"
"252",5,5,1,1,5,1,1,5,5,1,5,1,5,1,1,5,1,5,1,5,1,1,1,1,1,5,1,5,5,5,5,5,1,1,5,1,5,5,5,1,5,5,5,5,5,5,1,5,1,1,19,4,8,16,15,5,14,14,5,5,16,5,20,3,4,6,20,4,20,20,"0"
"253",5,5,1,5,1,1,5,5,5,1,1,5,5,1,5,5,1,1,1,1,1,5,5,5,1,5,1,1,5,5,5,1,5,1,1,5,1,1,1,5,1,5,5,1,5,1,1,1,1,1,13,3,4,13,12,6,9,10,5,18,19,16,16,5,9,5,12,4,7,19,"0"
"254",1,1,5,5,5,1,5,5,5,1,1,1,5,1,1,5,5,1,1,5,1,5,5,5,5,5,1,5,1,1,5,5,5,1,5,1,5,5,5,5,5,1,1,5,5,1,1,1,1,5,4,7,14,13,5,5,5,13,12,9,6,5,4,4,17,19,5,9,4,19,"0"
"255",5,1,1,1,5,1,1,1,5,5,1,1,1,1,1,5,5,5,5,5,1,5,5,1,1,1,1,1,5,5,5,1,5,1,5,1,1,1,5,1,1,1,1,5,1,5,1,5,1,5,3,5,19,22,23,13,9,17,16,5,8,7,18,20,15,19,4,5,7,23,"0"
"256",5,1,1,1,5,1,5,5,1,1,5,5,5,5,1,1,5,5,1,5,5,1,5,1,5,1,1,5,5,1,5,1,5,1,5,1,5,5,5,1,1,1,5,1,1,5,1,1,1,1,3,6,3,16,9,18,16,7,10,5,3,4,17,5,10,17,6,16,7,18,"0"
"257",1,5,1,1,5,5,5,1,5,5,1,1,1,5,5,5,5,5,5,1,5,1,1,5,5,5,5,5,1,1,1,1,1,1,5,1,5,1,1,5,5,5,1,1,5,1,5,1,1,1,5,5,14,17,4,13,3,3,4,8,5,3,12,14,13,11,16,19,7,19,"0"
"258",1,1,1,1,5,5,1,1,1,5,5,5,5,5,1,5,1,1,5,1,1,5,1,5,1,5,1,5,1,1,1,5,5,5,5,5,5,5,1,5,1,5,5,1,1,5,5,1,5,5,13,4,5,7,5,5,15,3,19,9,16,22,3,12,10,11,7,7,5,22,"0"
"259",5,1,5,1,1,1,1,5,5,5,1,5,5,5,1,5,5,1,5,1,5,5,1,5,1,1,1,5,1,5,5,1,5,1,5,1,1,5,5,5,5,1,5,1,5,5,1,5,5,1,12,18,6,9,4,5,9,16,8,4,6,3,15,3,4,19,21,19,17,21,"0"
"260",1,1,1,1,5,5,1,1,5,1,1,5,1,5,5,1,1,5,5,5,5,1,1,5,1,5,1,5,1,1,5,1,5,5,1,5,1,1,1,5,1,1,5,5,5,5,5,5,1,5,7,4,6,10,15,14,16,16,8,3,4,4,3,11,9,5,12,7,4,16,"1"
"261",1,5,1,1,5,1,5,1,5,5,1,1,1,1,5,1,1,5,1,5,5,1,1,1,5,5,1,5,1,5,5,5,5,1,5,5,5,5,1,5,5,1,1,5,5,1,1,1,1,5,7,4,13,16,21,19,18,5,20,17,4,3,4,12,4,18,5,6,11,21,"0"
"262",5,5,5,5,1,5,1,5,5,1,1,5,5,1,5,5,1,5,1,5,1,1,5,1,1,5,5,1,1,1,1,5,5,1,5,5,5,5,1,1,1,1,5,5,1,5,1,1,1,5,14,4,7,3,3,17,20,19,20,5,3,11,11,17,19,5,12,4,7,20,"0"
"263",1,1,5,5,1,5,1,1,5,5,1,1,5,1,5,5,5,1,1,1,1,1,1,1,5,1,5,1,1,1,5,5,1,1,5,1,1,1,1,5,1,5,1,5,5,1,5,5,5,1,5,8,13,16,15,3,9,4,16,17,4,6,7,8,13,15,18,20,4,20,"0"
"264",1,5,1,1,5,5,1,5,5,5,1,1,1,1,5,5,1,1,5,1,5,1,1,5,5,1,1,5,5,1,5,5,5,5,1,1,5,1,1,1,1,5,5,5,1,5,5,1,1,5,5,5,6,3,3,14,4,15,11,16,15,5,4,12,14,17,15,11,11,17,"1"
"265",1,5,1,5,1,5,5,1,5,5,5,1,5,1,5,1,1,5,5,1,1,1,1,1,1,1,5,1,5,5,5,1,1,1,1,1,5,5,1,5,1,5,1,1,5,1,1,5,1,5,8,4,7,20,3,8,9,8,19,5,5,8,7,4,16,4,20,21,19,21,"0"
"266",1,5,5,5,1,5,1,1,1,1,1,1,5,1,1,1,1,5,5,5,5,5,1,5,5,5,5,1,5,5,5,5,5,5,5,1,1,5,1,5,5,1,5,1,1,5,5,5,1,1,17,8,8,9,18,16,12,3,14,7,6,5,3,16,14,10,12,7,5,18,"0"
"267",1,1,1,5,5,1,5,5,1,5,5,1,5,1,5,5,1,5,5,1,1,5,1,5,5,1,1,1,5,1,5,1,1,1,1,5,1,5,5,1,5,1,1,1,1,5,5,1,5,5,9,9,5,14,17,18,8,4,20,5,20,12,12,3,19,21,11,15,4,21,"0"
"268",5,5,5,1,5,5,5,1,5,1,5,1,5,5,1,5,1,5,5,5,1,1,5,1,1,1,5,1,1,5,1,5,5,5,1,5,1,5,1,1,5,5,1,1,1,1,5,1,1,5,5,19,23,7,3,11,20,5,3,9,4,3,22,22,4,17,15,22,22,23,"0"
"269",5,1,5,5,5,5,1,1,1,1,5,5,1,1,5,1,5,5,1,1,1,5,5,5,1,5,5,5,5,5,5,1,1,1,5,5,1,1,5,5,1,1,1,1,5,1,1,5,1,5,4,22,20,23,22,3,20,6,5,5,7,3,17,15,5,11,16,23,25,25,"0"
"270",5,5,5,1,5,1,1,5,1,5,5,1,5,5,5,5,5,5,1,1,5,1,5,5,5,5,5,1,1,1,1,1,5,1,1,1,1,1,1,5,5,1,1,1,1,5,5,1,1,1,5,3,12,17,10,5,3,15,14,5,3,7,5,13,16,15,11,4,7,17,"1"
"271",1,1,5,1,1,5,5,1,1,1,5,5,1,5,1,5,1,1,5,1,1,1,1,1,1,5,1,1,5,1,5,5,5,1,1,5,5,1,1,1,1,5,5,1,5,5,5,1,5,1,17,14,18,18,16,5,3,3,7,17,18,17,18,15,13,8,4,6,4,18,"0"
"272",5,5,1,1,1,5,5,1,5,5,1,5,5,5,1,1,5,5,5,5,5,1,1,1,5,5,1,1,1,1,1,5,5,1,1,1,5,5,5,1,5,1,1,5,1,5,5,5,1,1,15,13,4,10,5,5,14,5,16,3,17,19,15,14,4,15,17,10,12,19,"0"
"273",1,5,1,5,5,1,5,5,5,1,5,1,5,1,1,5,1,5,5,1,5,5,1,5,5,5,1,1,1,5,1,1,5,1,5,1,1,1,5,5,1,5,5,5,1,5,1,5,1,5,9,6,9,11,4,10,18,11,10,14,12,13,12,17,15,8,4,6,4,18,"0"
"274",1,1,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,1,1,5,1,1,5,1,5,5,5,5,5,1,1,5,1,5,5,5,1,1,1,5,1,5,1,1,1,1,5,1,5,5,7,9,3,5,10,13,3,12,15,14,4,3,7,5,5,18,19,6,4,19,"0"
"275",1,1,5,5,1,5,5,1,1,1,5,5,1,1,5,1,1,5,1,1,1,1,5,5,5,1,1,1,1,1,1,1,1,1,5,1,1,1,5,1,5,1,1,5,1,5,5,5,1,5,6,5,5,3,4,6,17,6,9,17,19,5,8,7,14,14,12,16,4,19,"0"
"276",1,5,1,1,5,5,5,1,1,5,5,1,5,1,1,1,5,5,5,5,1,1,5,5,5,1,1,5,1,5,1,5,5,5,5,5,5,5,1,1,1,1,1,1,5,1,5,1,5,5,8,7,4,7,5,13,3,13,9,12,11,3,4,5,12,4,19,7,5,19,"0"
"277",5,1,1,5,5,5,1,5,1,1,1,1,1,1,1,1,5,1,1,5,1,5,5,1,1,5,1,5,5,1,1,1,1,1,5,1,1,5,1,1,1,5,5,5,5,5,1,1,5,1,4,15,7,19,4,3,11,3,9,14,13,5,3,16,16,6,18,21,7,21,"0"
"278",1,5,5,5,5,1,1,1,5,1,1,5,5,5,1,5,5,5,5,1,5,1,5,5,1,1,1,5,1,5,5,1,1,5,5,5,1,1,1,5,1,5,5,1,5,1,1,5,5,1,3,17,4,13,12,8,4,6,3,11,6,3,12,12,5,18,17,5,7,18,"0"
